STOPPOINTREF,VEHICLEREF,PROGRESSRATE,EXPECTEDDEPARTURETIME,EXPECTEDARRIVALTIME,ORIGINAIMEDDEPARTURETIME,AIMEDARRIVALTIME,RECORDEDATTIME,STOPPOINT,VISITNUMBER,DATAFRAMEREF,STOPPOINTNAME,JOURNEYPATTERNREF,DATEDVEHICLEJOURNEYREF,SITUATIONSIMPLEREF1,SITUATIONSIMPLEREF2,SITUATIONSIMPLEREF3,SITUATIONSIMPLEREF4,SITUATIONSIMPLEREF5,BEARING,OPERATORREF,DESTINATIONNAME,BLOCKREF,LINEREF,DIRECTIONREF,PUBLISHEDLINENAME,DESTINATIONREF,ORIGINREF,VEHICLELOCATIONLONGITUDE,VEHICLELOCATIONLATITUDE,ARRIVALPROXIMITYTEXT,DISTANCEFROMSTOP,NUMBEROFSTOPSAWAY,PROGRESSSTATUS,MONITORED,ESTIMATEDPASSENGERCAPACITY,ESTIMATEDPASSENGERCOUNT,DATE,TS,UUID,INGESTION_TIME,SOURCE_SYSTEM,PROCESSING_STATUS
MTA_550437,MTABC_9172,normalProgress,2025-08-07T18:12:00.779-04:00,2025-08-07T18:12:00.779-04:00,,2025-08-07T18:11:04.904-04:00,2025-08-07T18:11:38.000-04:00,,1,2025-08-07,WOODHAVEN BLVD/91 AV,MTA_Q110459,MTABC_43215208-FRPC5-FR_C5-Weekday-03-SDon,MTABC_lmm:planned_work:16452,,,,,125.015037537,MTABC,ELMHURST WOODHAVEN BL STA via WOODHAVEN BL,MTABC_FRPC5-FR_C5-Weekday-03-SDon_7896090,MTABC_Q11,0,Q11,MTA_982113,MTA_550426,-73.849555969,40.689373016,approaching,80,0,,true,80,3,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.026,60a194fb-57b1-470b-9664-55dfd9dc9a96,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503864,MTABC_9196,normalProgress,2025-08-07T18:13:32.347-04:00,2025-08-07T18:13:32.347-04:00,,2025-08-07T17:51:22.831-04:00,2025-08-07T18:11:23.363-04:00,,1,2025-08-07,108 ST/VAN CLEEF ST,MTA_Q230215,MTABC_43130306-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:25709,,,,,120.432479858,MTABC,EAST ELMHURST DITMARS BL via 108 ST,MTABC_LGPC5-LG_C5-Weekday-03_7884582,MTABC_Q23,0,Q23,MTA_504485,MTA_553383,-73.852149963,40.738014221,< 1 stop away,350,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.026,409c164f-9262-4603-9e50-abcb5cf6aa4d,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503295,MTABC_9116,normalProgress,2025-08-07T18:13:43.870-04:00,2025-08-07T18:13:43.870-04:00,,2025-08-07T18:09:00.646-04:00,2025-08-07T18:11:45.111-04:00,,1,2025-08-07,QUEENS BLVD/35 ST,MTA_Q600282,MTABC_43207934-JKPC5-JK_C5-Weekday-03-SDon,MTABC_lmm:planned_work:26464,,,,,315.988311768,MTABC,SOUTH JAMAICA 109 AV via QUEENS BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895148,MTABC_Q60,0,Q60,MTA_551687,MTA_450338,-73.933914185,40.745456696,< 1 stop away,397,0,,true,80,32,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.025,1c139b02-13e6-4762-80aa-a29e0ff5dca3,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_550075,MTABC_9119,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:08:07.636-04:00,2025-08-07T18:11:30.534-04:00,,1,2025-08-07,ROCKAWAY BLVD/CENTERVILLE ST,MTA_Q070330,MTABC_43206255-JKPC5-JK_C5-Weekday-03-SDon,,,,,,346.789459229,MTABC,JFK AIRPORT S. CARGO RD via ROCKAWAY BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894936,MTABC_Q07,0,Q7,MTA_982156,MTA_350000,-73.834411621,40.678958893,at stop,11,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.025,3daefc82-d0af-4206-bbdc-d1a1c6798124,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_200586,MTA NYCT_2581,normalProgress,2025-08-07T18:14:19.847-04:00,2025-08-07T18:14:19.847-04:00,,2025-08-07T17:41:45.178-04:00,2025-08-07T18:11:35.000-04:00,,1,2025-08-07,VICTORY BLVD/MANOR RD,MTA_SIM340094,MTA NYCT_CA_C5-Weekday-SDon-102100_MISC_256,,,,,,183.576339722,MTA NYCT,MARINERS HARBOR via WATCHOGUE RD,MTA NYCT_CA_C5-Weekday-SDon_E_CA_57960_MISC-256,MTA NYCT_SIM34,1,SIM34,MTA_200008,MTA_403311,-74.117866516,40.613449097,< 1 stop away,436,0,,true,65,17,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.016,10320d5e-cf1c-4115-a47f-6acdae2824a5,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_307167,MTA NYCT_480,normalProgress,2025-08-07T18:13:16.047-04:00,2025-08-07T18:13:16.047-04:00,,2025-08-07T18:14:30.163-04:00,2025-08-07T18:11:36.000-04:00,,1,2025-08-07,60 ST/7 AV,MTA_B90063,MTA NYCT_JG_C5-Weekday-SDon-103500_B9_210,,,,,,148.866592407,MTA NYCT,BAY RIDGE SHRE RD via AVENUE M via 60 ST,MTA NYCT_JG_C5-Weekday-SDon_E_JG_24780_B9-216,MTA NYCT_B9,1,B9,MTA_901297,MTA_300969,-74.009925842,40.635719299,< 1 stop away,233,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.016,16402dda-c7de-4c63-9b99-c65629db9578,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_402519,MTA NYCT_6113,normalProgress,2025-08-07T18:11:53.568-04:00,2025-08-07T18:11:53.568-04:00,,2025-08-07T18:12:03.147-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,AMSTERDAM AV/W 140 ST,MTA_M1010103,MTA NYCT_OH_C5-Weekday-SDon-100000_M101_130,MTA NYCT_lmm:planned_work:21837,,,,,54.387737274,MTA NYCT,LTD FT GEORGE via 3 AV via AMSTER,MTA NYCT_OH_C5-Weekday-SDon_E_OH_55320_M101-130,MTA NYCT_M101,0,M101,MTA_903360,MTA_405154,-73.949752808,40.822280884,at stop,18,0,,true,80,14,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.016,b25226f2-1d75-459c-81aa-269bf1260e5d,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_307486,MTA NYCT_472,normalProgress,2025-08-07T18:11:59.946-04:00,2025-08-07T18:11:59.946-04:00,,2025-08-07T18:20:06.102-04:00,2025-08-07T18:11:19.000-04:00,,1,2025-08-07,7 AV SERVICE RD SOUTH/BAY RIDGE PKWY,MTA_B700010,MTA NYCT_JG_C5-Weekday-SDon-106400_B70_714,MTA NYCT_lmm:planned_work:9423,,,,,254.936004639,MTA NYCT,DYKER HEIGHTS VA HOSPITAL,MTA NYCT_JG_C5-Weekday-SDon_E_JG_42960_B63-676,MTA NYCT_B70,1,B70,MTA_801020,MTA_308194,-74.017990112,40.628772736,< 1 stop away,236,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.016,509e1bdc-4b6d-4278-a89b-e57ebf8da1cf,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_303592,MTA NYCT_6117,normalProgress,2025-08-07T18:14:20.657-04:00,2025-08-07T18:14:20.657-04:00,,2025-08-07T17:27:00.083-04:00,2025-08-07T18:11:39.343-04:00,,1,2025-08-07,UTICA AV/AVENUE N,MTA_SBS460050,MTA NYCT_FB_C5-Weekday-SDon-104200_SBS46_725,,,,,,96.398956299,MTA NYCT,SELECT BUS DEKALB AV via UTICA,MTA NYCT_FB_C5-Weekday-SDon_E_FB_41580_SBS46-704,MTA NYCT_B46+,0,B46-SBS,MTA_303630,MTA_307920,-73.926330566,40.613857269,< 1 stop away,672,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.015,5e40fa1b-81a3-4d76-b896-30263c4a6680,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_405003,MTA NYCT_6126,noProgress,,,2025-08-07T18:11:00.000-04:00,2025-08-07T18:11:00.076-04:00,2025-08-07T18:11:26.000-04:00,,1,2025-08-07,E 92 ST/YORK AV,MTA_SBS860054,MTA NYCT_MQ_C5-Weekday-SDon-109100_SBS86_969,,,,,,337.306213379,MTA NYCT,SELECT BUS WESTSIDE WEST END AV CROSSTWN,MTA NYCT_MQ_C5-Weekday-SDon_E_MQ_24060_SBS86-964,MTA NYCT_M86+,1,M86-SBS,MTA_403518,MTA_405003,-73.944496155,40.779811859,at stop,0,0,layover,true,80,11,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.015,7e3fd779-ed21-40a8-8fce-2a7b4ce3428c,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_303732,MTA NYCT_478,normalProgress,,,,2025-08-07T18:04:53.067-04:00,2025-08-07T18:11:21.000-04:00,,1,2025-08-07,THROOP AV/GATES AV,MTA_B430010,MTA NYCT_JG_C5-Weekday-SDon-104800_B43_473,,,,,,100.667564392,MTA NYCT,GREENPOINT BOX ST,MTA NYCT_JG_C5-Weekday-SDon_E_JG_50880_B16-401,MTA NYCT_B43,0,B43,MTA_305286,MTA_901736,-73.941802979,40.687339783,at stop,24,0,,true,80,42,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.014,694b1e06-ff99-48f5-a8bc-e0f1d1a0aaf7,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_305175,MTA NYCT_479,normalProgress,2025-08-07T18:11:56.953-04:00,2025-08-07T18:11:56.953-04:00,,2025-08-07T18:05:52.059-04:00,2025-08-07T18:11:21.000-04:00,,1,2025-08-07,MANHATTAN AV/DRIGGS AV,MTA_B430009,MTA NYCT_JG_C5-Weekday-SDon-107400_B43_469,,,,,,298.675506592,MTA NYCT,LEFFERTS GARDENS PROSPECT PK STA,MTA NYCT_JG_C5-Weekday-SDon_E_JG_19740_B43-457,MTA NYCT_B43,1,B43,MTA_901735,MTA_305287,-73.950172424,40.722667694,approaching,43,0,,true,80,23,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.014,9b9748f7-409a-4a56-a005-7bd93a56fc01,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_308057,MTA NYCT_6123,normalProgress,,,,2025-08-07T18:12:06.050-04:00,2025-08-07T18:11:24.000-04:00,,1,2025-08-07,NOSTRAND AV/AVENUE L,MTA_SB440086,MTA NYCT_FB_C5-Weekday-SDon-104900_SB44_623,MTA NYCT_lmm:alert:456877,,,,,280.775177002,MTA NYCT,SELECT BUS AVENUE U via NOSTRAND,MTA NYCT_FB_C5-Weekday-SDon_E_FB_37860_SB44-622,MTA NYCT_B44+,1,B44-SBS,MTA_303495,MTA_303441,-73.945930481,40.621814728,at stop,15,0,,true,80,7,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.014,00dc5511-8a9c-46bc-a082-ac401fc5dcef,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_500917,MTA NYCT_7416,normalProgress,2025-08-07T18:12:55.591-04:00,2025-08-07T18:12:55.591-04:00,,2025-08-07T18:02:30.002-04:00,2025-08-07T18:11:40.000-04:00,,1,2025-08-07,NORTHERN BLVD/189 ST,MTA_Q130096,MTA NYCT_CS_C5-Weekday-SDon-105700_MISC_719,,,,,,181.273025513,MTA NYCT,RUSH FLUSHING via BELL BL,MTA NYCT_CS_C5-Weekday-SDon_E_CS_54720_MISC-719,MTA NYCT_Q13,1,Q13,MTA_503910,MTA_504445,-73.788803101,40.757854462,< 1 stop away,317,0,,true,80,40,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.014,e2e4840d-cac7-4e4b-aeca-8ac1e5513752,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503542,MTA NYCT_7423,normalProgress,2025-08-07T18:14:18.681-04:00,2025-08-07T18:14:18.681-04:00,,2025-08-07T18:19:00.981-04:00,2025-08-07T18:11:41.000-04:00,,1,2025-08-07,FRESH POND RD/METROPOLITAN AV,MTA_Q980045,MTA NYCT_CS_C5-Weekday-SDon-105000_MISC_659,,,,,,285.350128174,MTA NYCT,LIMITED RIDGEWOOD,,MTA NYCT_Q98,1,Q98,MTA_804230,MTA_701047,-73.901931763,40.717399597,< 1 stop away,567,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.013,46cdac0e-ac6f-4393-a532-dcf497d287c3,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_102242,MTA NYCT_8754,normalProgress,2025-08-07T18:11:48.818-04:00,2025-08-07T18:11:48.818-04:00,,2025-08-07T18:09:37.972-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,KATONAH AV/E 234 ST,MTA_BX340027,MTA NYCT_GH_C5-Weekday-SDon-106200_BX16_314,,,,,,99.907203674,MTA NYCT,WOODLAWN KATONAH AV,,MTA NYCT_BX34,0,Bx34,MTA_103105,MTA_102269,-73.867088318,40.897029877,at stop,18,0,,true,80,3,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.013,32441274-4468-446a-ac50-b9070a013b16,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503936,MTA NYCT_8756,normalProgress,2025-08-07T18:15:55.358-04:00,2025-08-07T18:15:55.358-04:00,,2025-08-07T18:18:40.954-04:00,2025-08-07T18:11:28.446-04:00,,1,2025-08-07,ARCHER AV/165 ST,MTA_Q040104,MTA NYCT_JA_C5-Weekday-SDon-109100_MISC_849,,,,,,15.104031563,MTA NYCT,RUSH CAMBRIA HEIGHTS via LINDEN BL,,MTA NYCT_Q4,0,Q4,MTA_904026,MTA_701019,-73.80103302,40.702167511,< 1 stop away,680,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.013,602493df-fb2b-4d42-a78f-9e0e69d133c6,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_101716,MTA NYCT_8750,normalProgress,2025-08-07T18:12:54.583-04:00,2025-08-07T18:12:54.583-04:00,,2025-08-07T18:10:38.948-04:00,2025-08-07T18:11:30.000-04:00,,1,2025-08-07,BAYCHESTER AV/ALDRICH ST,MTA_BX380150,MTA NYCT_GH_C5-Weekday-SDon-105400_BX238_646,,,,,,17.771320343,MTA NYCT,CO-OP CITY BAY PLAZA via GUNHILL,MTA NYCT_GH_C5-Weekday-SDon_E_GH_21120_BX238-612,MTA NYCT_BX38,0,Bx38,MTA_802024,MTA_100652,-73.831977844,40.868614197,< 1 stop away,260,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.012,34261cd4-a9b3-4945-a5de-f0116797169b,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_305852,MTA NYCT_463,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:07:16.938-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,PROSPECT PARK WEST/9 ST,MTA_B610017,MTA NYCT_JG_C5-Weekday-SDon-104100_B61_817,MTA NYCT_lmm:planned_work:23010,,,,,230.141799927,MTA NYCT,PARK SLOPE 20 ST via RED HOOK,MTA NYCT_JG_C5-Weekday-SDon_E_JG_21780_B61-803,MTA NYCT_B61,1,B61,MTA_801136,MTA_306328,-73.977073669,40.664375305,at stop,11,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.012,68102e2f-c422-4528-b7da-fc4e7bcee401,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_306583,MTA NYCT_450,normalProgress,2025-08-07T18:11:57.155-04:00,2025-08-07T18:11:57.155-04:00,,2025-08-07T18:06:00.883-04:00,2025-08-07T18:11:36.000-04:00,,1,2025-08-07,49 ST/5 AV,MTA_B110014,MTA NYCT_JG_C5-Weekday-SDon-102700_B11_318,,,,,,149.259857178,MTA NYCT,SUNSET PARK 1 AV-58 ST,MTA NYCT_JG_C5-Weekday-SDon_E_JG_45960_B11-318,MTA NYCT_B11,1,B11,MTA_901083,MTA_307839,-74.009620667,40.645576477,approaching,49,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.012,59d380bd-da8d-4347-8afb-37fccee42e42,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_504107,MTA NYCT_8758,normalProgress,2025-08-07T18:13:16.775-04:00,2025-08-07T18:13:16.775-04:00,,2025-08-07T17:50:00.875-04:00,2025-08-07T18:11:42.213-04:00,,1,2025-08-07,PUTNAM AV/FRESH POND RD,MTA_Q580612,MTA NYCT_CS_C5-Weekday-SDon-100800_Q58_432,,,,,,304.315093994,MTA NYCT,RIDGEWOOD TERMINAL via CORONA AV,MTA NYCT_CS_C5-Weekday-SDon_E_CS_52740_MISC-659,MTA NYCT_Q58,1,Q58,MTA_804230,MTA_701047,-73.897819519,40.708137512,< 1 stop away,236,0,,true,80,19,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.011,b8d13604-cf7e-4286-be32-9c8cd2b3118c,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_306337,MTA NYCT_454,normalProgress,2025-08-07T18:13:00.176-04:00,2025-08-07T18:13:00.176-04:00,,2025-08-07T18:07:00.812-04:00,2025-08-07T18:11:15.000-04:00,,1,2025-08-07,SANDS ST/PEARL ST,MTA_B670334,MTA NYCT_JG_C5-Weekday-SDon-107300_B6769_922,MTA NYCT_lmm:planned_work:9421,,,,,266.566375732,MTA NYCT,KENSINGTON CORTELYOU RD via 7 AV,MTA NYCT_JG_C5-Weekday-SDon_E_JG_49140_B6769-922,MTA NYCT_B67,1,B67,MTA_801044,MTA_901334,-73.987731934,40.700927734,approaching,121,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.011,7e6e3659-227f-4fc8-b568-af1d26099013,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_805190,MTA NYCT_8726,noProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T17:40:00.751-04:00,2025-08-07T18:11:31.000-04:00,,1,2025-08-07,MARSH AV/RING RD,MTA_SBS790388,MTA NYCT_YU_C5-Weekday-SDon-100200_SBS79_530,,,,,,340.709960938,MTA NYCT,SELECT BUS SI MALL via HYLAN,MTA NYCT_YU_C5-Weekday-SDon_E_YU_45540_SBS79-530,MTA NYCT_S79+,1,S79-SBS,MTA_805190,MTA_901226,-74.161422729,40.583969116,approaching,41,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.010,ef4e0a19-0a68-4928-94f1-fbb95c8edc5e,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_300868,MTA NYCT_447,normalProgress,2025-08-07T18:11:46.817-04:00,2025-08-07T18:11:46.817-04:00,,2025-08-07T18:07:51.743-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,AVENUE D/E 38 ST,MTA_B80036,MTA NYCT_JG_C5-Weekday-SDon-106400_B8_140,MTA NYCT_lmm:planned_work:17935,,,,,183.40536499,MTA NYCT,BAY RIDGE 95 ST STA,,MTA NYCT_B8,1,B8,MTA_901082,MTA_308313,-73.941162109,40.641399384,at stop,4,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.010,1313b42f-8d6d-4a4e-9a9f-f24c7a436331,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_100807,MTA NYCT_8734,normalProgress,2025-08-07T18:13:22.826-04:00,2025-08-07T18:13:22.826-04:00,,2025-08-07T18:10:16.722-04:00,2025-08-07T18:11:33.000-04:00,,1,2025-08-07,EAST FORDHAM RD/SOUTHERN BLVD,MTA_BX120155,MTA NYCT_GH_C5-Weekday-SDon-107200_BX12_167,MTA NYCT_lmm:planned_work:24414,,,,,340.016906738,MTA NYCT,ORCHARD BEACH,MTA NYCT_GH_C5-Weekday-SDon_E_GH_25200_BX12-160,MTA NYCT_BX12,0,Bx12,MTA_902022,MTA_150118,-73.882484436,40.857582092,< 1 stop away,232,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.009,d20fd9c6-298a-4465-99f7-9bdefeebeb14,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_101728,MTA NYCT_8733,normalProgress,,,,2025-08-07T18:05:00.714-04:00,2025-08-07T18:11:19.000-04:00,,1,2025-08-07,ASCH LOOP/BARTOW AV,MTA_BX300625,MTA NYCT_GH_C5-Weekday-SDon-107600_BX30_565,,,,,,294.18951416,MTA NYCT,PELHAM PKWY via BOSTON RD,MTA NYCT_GH_C5-Weekday-SDon_E_GH_20580_BX30-554,MTA NYCT_BX30,1,Bx30,MTA_902151,MTA_101734,-73.830581665,40.869342804,at stop,4,0,,true,80,15,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.009,90e4e6c4-f469-4a83-a622-8d48a97b0ba5,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_306965,MTA NYCT_443,normalProgress,2025-08-07T18:11:49.757-04:00,2025-08-07T18:11:49.757-04:00,,2025-08-07T18:13:00.707-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,50 ST/18 AV,MTA_B110055,MTA NYCT_JG_C5-Weekday-SDon-105900_B11_322,,,,,,328.535858154,MTA NYCT,MIDWOOD FLATBUSH AV,MTA NYCT_JG_C5-Weekday-SDon_E_JG_43200_B11-309,MTA NYCT_B11,0,B11,MTA_306468,MTA_308973,-73.981330872,40.627586365,at stop,10,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.008,a32b40f9-4d16-4c9a-bef8-1ef6a700975d,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_307938,MTA NYCT_431,normalProgress,2025-08-07T18:11:49.819-04:00,2025-08-07T18:11:49.819-04:00,,2025-08-07T18:14:00.616-04:00,2025-08-07T18:11:15.000-04:00,,1,2025-08-07,PROSPECT PARK SOUTHWEST/BARTEL PRITCHARD SQ,MTA_B680008,MTA NYCT_JG_C5-Weekday-SDon-103000_B68_968,,,,,,154.227233887,MTA NYCT,WINDSOR TERR PRITCHARD SQ via C I AV,MTA NYCT_JG_C5-Weekday-SDon_E_JG_26760_B68-966,MTA NYCT_B68,0,B68,MTA_307938,MTA_308479,-73.979225159,40.660682678,at stop,21,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.008,2e4baca2-62cf-4f45-bcac-a7e84f957ea8,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503485,MTA NYCT_4380,normalProgress,2025-08-07T18:12:58.863-04:00,2025-08-07T18:12:58.863-04:00,,2025-08-07T18:10:44.607-04:00,2025-08-07T18:11:27.000-04:00,,1,2025-08-07,CORONA AV/98 PL,MTA_Q580613,MTA NYCT_CS_C5-Weekday-SDon-104300_Q58_424,,,,,,44.02897644,MTA NYCT,FLUSHING via CORONA AV,MTA NYCT_CS_C5-Weekday-SDon_E_CS_56880_Q58-424,MTA NYCT_Q58,0,Q58,MTA_503501,MTA_504965,-73.866279602,40.742881775,< 1 stop away,290,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.007,baa5a17b-5fff-4426-97d0-02b13a456347,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_700815,MTA NYCT_8703,normalProgress,2025-08-07T18:12:04.819-04:00,2025-08-07T18:12:04.819-04:00,,2025-08-07T18:10:00.598-04:00,2025-08-07T18:11:25.000-04:00,,1,2025-08-07,168 ST/JAMAICA BUS TERMINAL,MTA_Q030121,MTA NYCT_JA_C5-Weekday-SDon-102000_Q3_8,,,,,,300.587799072,MTA NYCT,JAMAICA BUS TERMINAL,MTA NYCT_JA_C5-Weekday-SDon_E_JA_45840_Q3-8,MTA NYCT_Q3,0,Q3,MTA_700815,MTA_553258,-73.791557312,40.708171844,approaching,35,0,,true,80,2,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.007,2a13aa8a-ad98-41e7-8a09-099ea369f6f9,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_201649,MTA NYCT_8704,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:05:21.589-04:00,2025-08-07T18:11:26.000-04:00,,1,2025-08-07,RICHMOND RD/LONGVIEW RD,MTA_S740040,MTA NYCT_CH_C5-Weekday-SDon-106800_S7484_221,MTA NYCT_lmm:planned_work:26025,,,,,234.833557129,MTA NYCT,ELTINGVILLE TRANSIT CENTER,MTA NYCT_CH_C5-Weekday-SDon_E_CH_51000_S7484-221,MTA NYCT_S74,1,S74,MTA_200460,MTA_202864,-74.087966919,40.612194061,approaching,54,0,,true,80,7,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.007,73da61c5-f11d-424e-a4aa-52935b59f4f5,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_301686,MTA NYCT_426,normalProgress,2025-08-07T18:11:51.583-04:00,2025-08-07T18:11:51.583-04:00,,2025-08-07T18:12:00.581-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,13 AV/54 ST,MTA_B160091,MTA NYCT_JG_C5-Weekday-SDon-106100_B16_409,MTA NYCT_lmm:planned_work:22294,,,,,225.061279297,MTA NYCT,BAY RIDGE SHORE RD,MTA NYCT_JG_C5-Weekday-SDon_E_JG_52080_B16-409,MTA NYCT_B16,1,B16,MTA_901445,MTA_901736,-73.994865417,40.632369995,at stop,9,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.006,42162cbc-96fb-413d-9a7e-189ac77e0f66,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_500661,MTA NYCT_8711,normalProgress,,,,2025-08-07T18:00:07.573-04:00,2025-08-07T18:11:23.000-04:00,,1,2025-08-07,SOUTH CONDUIT AV/BROOKVILLE BLVD,MTA_Q890021,MTA NYCT_JA_C5-Weekday-SDon-104000_MISC_838,,,,,,358.531188965,MTA NYCT,RUSH GREEN ACRES via ROCHDALE,MTA NYCT_JA_C5-Weekday-SDon_E_JA_40140_MISC-867,MTA NYCT_Q89,1,Q89,MTA_804053,MTA_701018,-73.740257263,40.665260315,approaching,34,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.006,e206f2c5-4b47-4afa-be19-de71f343c3a5,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
