STOPPOINTREF,VEHICLEREF,PROGRESSRATE,EXPECTEDDEPARTURETIME,EXPECTEDARRIVALTIME,ORIGINAIMEDDEPARTURETIME,AIMEDARRIVALTIME,RECORDEDATTIME,STOPPOINT,VISITNUMBER,DATAFRAMEREF,STOPPOINTNAME,JOURNEYPATTERNREF,DATEDVEHICLEJOURNEYREF,SITUATIONSIMPLEREF1,SITUATIONSIMPLEREF2,SITUATIONSIMPLEREF3,SITUATIONSIMPLEREF4,SITUATIONSIMPLEREF5,BEARING,OPERATORREF,DESTINATIONNAME,BLOCKREF,LINEREF,DIRECTIONREF,PUBLISHEDLINENAME,DESTINATIONREF,ORIGINREF,VEHICLELOCATIONLONGITUDE,VEHICLELOCATIONLATITUDE,ARRIVALPROXIMITYTEXT,DISTANCEFROMSTOP,NUMBEROFSTOPSAWAY,PROGRESSSTATUS,MONITORED,ESTIMATEDPASSENGERCAPACITY,ESTIMATEDPASSENGERCOUNT,DATE,TS,UUID,INGESTION_TIME,SOURCE_SYSTEM,PROCESSING_STATUS
MTA_308443,MTA NYCT_7945,normalProgress,2025-08-07T18:15:56.173-04:00,2025-08-07T18:15:56.173-04:00,,2025-08-07T18:09:50.785-04:00,2025-08-07T18:15:15.758-04:00,,1,2025-08-07,NOSTRAND AV/MONTGOMERY ST,MTA_B440047,MTA NYCT_FB_C5-Weekday-SDon-106200_B44_324,MTA NYCT_lmm:planned_work:22527,MTA NYCT_lmm:planned_work:15159,MTA NYCT_lmm:alert:456877,,,265.236358643,MTA NYCT,SHEEPSHEAD BAY KNAPP ST via NOSTRAND,MTA NYCT_FB_C5-Weekday-SDon_E_FB_56940_B44-324,MTA NYCT_B44,1,B44,MTA_901011,MTA_303441,-73.950805664,40.666324615,approaching,97,0,,true,80,21,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.601,d65af2cd-5050-4348-bc81-8a9fd1d3a8bb,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_301119,MTA NYCT_7911,normalProgress,2025-08-07T18:16:21.041-04:00,2025-08-07T18:16:21.041-04:00,,2025-08-07T18:06:31.693-04:00,2025-08-07T18:15:22.159-04:00,,1,2025-08-07,SAINT JOHNS PL/BUFFALO AV,MTA_B150038,MTA NYCT_EN_C5-Weekday-SDon-105200_B15_132,,,,,,263.589172363,MTA NYCT,JFK AIRPORT,MTA NYCT_EN_C5-Weekday-SDon_E_EN_34800_B15-122,MTA NYCT_B15,0,B15,MTA_904253,MTA_307393,-73.925338745,40.671092987,approaching,126,0,,true,80,21,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.598,bc0784b0-0097-4c85-9913-69cc3da3a655,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_304524,MTA NYCT_7910,normalProgress,2025-08-07T18:16:29.999-04:00,2025-08-07T18:16:29.999-04:00,,2025-08-07T18:16:00.682-04:00,2025-08-07T18:15:05.000-04:00,,1,2025-08-07,JAMAICA AV/GEORGIA AV,MTA_B830024,MTA NYCT_EN_C5-Weekday-SDon-109100_B83_317,,,,,,321.340179443,MTA NYCT,SPRING CREEK GATEWAY MALL,MTA NYCT_EN_C5-Weekday-SDon_E_EN_44580_B83-318,MTA NYCT_B83,1,B83,MTA_901475,MTA_307897,-73.900985718,40.677051544,< 1 stop away,217,0,,true,80,14,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.598,94d6ea6c-791c-41cf-9344-d5e455cca52b,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300251,MTA NYCT_4885,normalProgress,2025-08-07T18:15:48.036-04:00,2025-08-07T18:15:48.036-04:00,,2025-08-07T18:16:44.670-04:00,2025-08-07T18:15:19.000-04:00,,1,2025-08-07,AVENUE U/KIMBALL ST,MTA_B30020,MTA NYCT_UP_C5-Weekday-SDon-108600_B64_520,,,,,,212.774871826,MTA NYCT,BENSONHURST HARWAY AV via AV U,MTA NYCT_UP_C5-Weekday-SDon_E_UP_61260_B64-520,MTA NYCT_B3,1,B3,MTA_300283,MTA_300240,-73.924423218,40.608589172,approaching,75,0,,true,80,27,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.598,df90e190-6357-4b2b-91ec-0b6619441d55,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_301591,MTA NYCT_7912,normalProgress,2025-08-07T18:16:32.653-04:00,2025-08-07T18:16:32.653-04:00,,2025-08-07T18:15:42.661-04:00,2025-08-07T18:15:25.627-04:00,,1,2025-08-07,PITKIN AV/ROCKAWAY AV,MTA_B120028,MTA NYCT_EN_C5-Weekday-SDon-108500_B12_32,,,,,,284.788665771,MTA NYCT,LEFFERTS GARDENS OCEAN AV,MTA NYCT_EN_C5-Weekday-SDon_E_EN_26940_B83-314,MTA NYCT_B12,1,B12,MTA_901089,MTA_801177,-73.91091156,40.670375824,approaching,118,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.598,0693c21c-f63f-465b-a311-d84ee05ca78d,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300031,MTA NYCT_4894,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:19:00.649-04:00,2025-08-07T18:15:16.000-04:00,,1,2025-08-07,86 ST/STILLWELL AV,MTA_B30020,MTA NYCT_UP_C5-Weekday-SDon-105200_B3_121,,,,,,148.523162842,MTA NYCT,BENSONHURST HARWAY AV via AV U,MTA NYCT_UP_C5-Weekday-SDon_E_UP_44400_X2838-821,MTA NYCT_B3,1,B3,MTA_300283,MTA_300240,-73.984977722,40.596576691,at stop,28,0,,true,80,12,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.598,d12b70ec-4c7c-4c13-b840-0d288cb55665,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_308003,MTA NYCT_4892,normalProgress,2025-08-07T18:18:24.796-04:00,2025-08-07T18:18:24.796-04:00,,2025-08-07T18:25:00.638-04:00,2025-08-07T18:15:19.000-04:00,,1,2025-08-07,GLENWOOD RD/E 98 ST,MTA_B60073,MTA NYCT_UP_C5-Weekday-SDon-103500_B6_293,MTA NYCT_lmm:planned_work:23571,,,,,136.666107178,MTA NYCT,LIMITED EAST NEW YORK NEW LOTS STA,MTA NYCT_UP_C5-Weekday-SDon_E_UP_61980_B6-293,MTA NYCT_B6,0,B6,MTA_306857,MTA_300505,-73.901679993,40.643321991,< 1 stop away,363,0,,true,80,11,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.597,849abfa0-5ea2-4aca-bc0c-016a906b359a,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_305539,MTA NYCT_4893,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:11:57.627-04:00,2025-08-07T18:15:04.000-04:00,,1,2025-08-07,HARWAY AV/27 AV,MTA_B640009,MTA NYCT_UP_C5-Weekday-SDon-104000_B64_513,,,,,,329.339111328,MTA NYCT,CONEY ISLAND STILLWELL AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_46260_B6-247,MTA NYCT_B64,1,B64,MTA_901339,MTA_306880,-73.987983704,40.58997345,at stop,13,0,,true,80,17,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.597,93668109-f677-4ddc-99de-5f8dec3d8b74,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300624,MTA NYCT_4898,normalProgress,2025-08-07T18:18:18.322-04:00,2025-08-07T18:18:18.322-04:00,,2025-08-07T18:20:28.561-04:00,2025-08-07T18:15:17.000-04:00,,1,2025-08-07,AVENUE H/UTICA AV,MTA_B60070,MTA NYCT_UP_C5-Weekday-SDon-105900_B6_244,MTA NYCT_lmm:planned_work:23571,,,,,214.045944214,MTA NYCT,LIMITED BENSONHURST - 25 AV CROPSEY AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_57660_B6-244,MTA NYCT_B6,1,B6,MTA_901691,MTA_306921,-73.920349121,40.633472443,< 1 stop away,669,0,,true,80,17,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.596,7fa2e180-d631-433a-8ec2-6086ad47735b,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300591,MTA NYCT_4899,normalProgress,2025-08-07T18:16:12.201-04:00,2025-08-07T18:16:12.201-04:00,,2025-08-07T18:11:07.555-04:00,2025-08-07T18:15:28.000-04:00,,1,2025-08-07,COZINE AV/JEROME ST,MTA_B60070,MTA NYCT_UP_C5-Weekday-SDon-108300_B6_247,MTA NYCT_lmm:planned_work:23571,,,,,202.840270996,MTA NYCT,LIMITED BENSONHURST - 25 AV CROPSEY AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_59100_B6-247,MTA NYCT_B6,1,B6,MTA_901691,MTA_306921,-73.878181458,40.658061981,approaching,122,0,,true,80,17,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.596,9b35d692-928b-48d2-a9b2-7cec644ee688,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_303545,MTA NYCT_7921,normalProgress,,,,2025-08-07T18:14:28.550-04:00,2025-08-07T18:15:04.743-04:00,,1,2025-08-07,SAINT JOHNS PL/ALBANY AV,MTA_B450011,MTA NYCT_EN_C5-Weekday-SDon-104900_B65_856,,,,,,357.088104248,MTA NYCT,CROWN HEIGHTS RALPH AV,MTA NYCT_EN_C5-Weekday-SDon_E_EN_51180_B65-856,MTA NYCT_B45,0,B45,MTA_303556,MTA_303517,-73.938934326,40.671005249,at stop,7,0,,true,80,42,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.595,757faeeb-984c-4f9f-b378-0bd874c03fbe,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_301062,MTA NYCT_7924,normalProgress,2025-08-07T18:15:41.407-04:00,2025-08-07T18:15:41.407-04:00,,2025-08-07T18:01:21.542-04:00,2025-08-07T18:15:30.108-04:00,,1,2025-08-07,E 98 ST/BLAKE AV,MTA_B150027,MTA NYCT_EN_C5-Weekday-SDon-104100_B15_148,,,,,,137.771759033,MTA NYCT,BED-STUY WOODHULL HOSPITAL,MTA NYCT_EN_C5-Weekday-SDon_E_EN_23220_Q24-401,MTA NYCT_B15,1,B15,MTA_901017,MTA_801154,-73.921699524,40.663913727,at stop,28,0,,true,80,10,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.595,33e95a5d-45ff-40e7-9f86-b9fc014c486a,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_302829,MTA NYCT_4897,noProgress,,,2025-08-07T18:17:00.000-04:00,2025-08-07T18:17:00.521-04:00,2025-08-07T18:15:17.000-04:00,,1,2025-08-07,NOSTRAND AV/GRAVESEND NECK RD,MTA_B360020,MTA NYCT_UP_C5-Weekday-SDon-109700_B6_242,MTA NYCT_lmm:planned_work:22246,,,,,280.737762451,MTA NYCT,CONEY ISLAND W 37 ST,MTA NYCT_UP_C5-Weekday-SDon_E_UP_61200_B6-242,MTA NYCT_B36,1,B36,MTA_901058,MTA_302829,-73.941802979,40.599979401,at stop,0,0,layover,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.595,c0592f73-0af9-4f39-80cd-09352a50e99f,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_303626,MTA NYCT_7931,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:13:42.516-04:00,2025-08-07T18:15:19.472-04:00,,1,2025-08-07,MALCOLM X BLVD/PUTNAM AV,MTA_B460019,MTA NYCT_FB_C5-Weekday-SDon-104200_B46_446,,,,,,100.007980347,MTA NYCT,WILLIAMSBURG BRIDGE PLAZA via UTICA,MTA NYCT_FB_C5-Weekday-SDon_E_FB_39600_B46-423,MTA NYCT_B46,0,B46,MTA_901086,MTA_307920,-73.929779053,40.686538696,at stop,15,0,,true,80,20,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.595,75381506-56ad-4e41-b734-80120b92b8a2,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_306304,MTA NYCT_7930,normalProgress,2025-08-07T18:15:54.347-04:00,2025-08-07T18:15:54.347-04:00,,2025-08-07T18:07:45.508-04:00,2025-08-07T18:15:24.678-04:00,,1,2025-08-07,UTICA AV/EMPIRE BLVD,MTA_B460023,MTA NYCT_FB_C5-Weekday-SDon-108500_B46_425,,,,,,264.894439697,MTA NYCT,KINGS PLAZA via UTICA,MTA NYCT_FB_C5-Weekday-SDon_E_FB_58260_B46-425,MTA NYCT_B46,1,B46,MTA_901093,MTA_307026,-73.931533813,40.664375305,approaching,73,0,,true,80,1,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.595,1277abab-edcc-4bb4-ab28-41c4f8ea8730,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300244,MTA NYCT_4867,normalProgress,2025-08-07T18:17:04.255-04:00,2025-08-07T18:17:04.255-04:00,,2025-08-07T18:18:00.500-04:00,2025-08-07T18:15:28.000-04:00,,1,2025-08-07,AVENUE U/MILL AV,MTA_B30020,MTA NYCT_UP_C5-Weekday-SDon-109400_B3_122,,,,,,213.292190552,MTA NYCT,BENSONHURST HARWAY AV via AV U,MTA NYCT_UP_C5-Weekday-SDon_E_UP_61740_B3-122,MTA NYCT_B3,1,B3,MTA_300283,MTA_300240,-73.911384583,40.617034912,< 1 stop away,316,0,,true,80,5,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.594,abad9836-9165-41cd-9074-544c8bb55012,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300596,MTA NYCT_4868,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:07:09.494-04:00,2025-08-07T18:15:04.000-04:00,,1,2025-08-07,COZINE AV/ALABAMA AV,MTA_B60070,MTA NYCT_UP_C5-Weekday-SDon-107100_B6_237,MTA NYCT_lmm:planned_work:23571,,,,,203.286071777,MTA NYCT,LIMITED BENSONHURST - 25 AV CROPSEY AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_58380_B6-237,MTA NYCT_B6,1,B6,MTA_901691,MTA_306921,-73.889862061,40.653018951,at stop,25,0,,true,80,28,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.594,82e06fad-fb77-4ee7-bb8f-707de939e3f1,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_302844,MTA NYCT_4864,normalProgress,2025-08-07T18:15:36.120-04:00,2025-08-07T18:15:36.120-04:00,,2025-08-07T18:14:36.489-04:00,2025-08-07T18:15:30.363-04:00,,1,2025-08-07,AVENUE Z/HUBBARD ST,MTA_B360020,MTA NYCT_UP_C5-Weekday-SDon-107600_B36_429,MTA NYCT_lmm:planned_work:22246,,,,,186.473953247,MTA NYCT,CONEY ISLAND W 37 ST,MTA NYCT_UP_C5-Weekday-SDon_E_UP_46260_B36-410,MTA NYCT_B36,1,B36,MTA_901058,MTA_302829,-73.963104248,40.586978912,at stop,13,0,,true,80,21,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.594,f13ba61e-38d3-460d-825b-714321d95889,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_801074,MTA NYCT_4872,normalProgress,2025-08-07T18:15:48.173-04:00,2025-08-07T18:15:48.173-04:00,,2025-08-07T18:16:00.481-04:00,2025-08-07T18:15:23.000-04:00,,1,2025-08-07,STILLWELL/TERMINAL,MTA_B740012,MTA NYCT_UP_C5-Weekday-SDon-106600_B6_245,,,,,,5.957130909,MTA NYCT,STILLWELL AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_61260_B6-245,MTA NYCT_B74,1,B74,MTA_801074,MTA_308477,-73.982040405,40.576904297,approaching,87,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.594,60feee89-11ab-4dcc-b4ed-fc3dbf72a429,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_300547,MTA NYCT_4871,normalProgress,2025-08-07T18:16:09.764-04:00,2025-08-07T18:16:09.764-04:00,,2025-08-07T18:18:00.475-04:00,2025-08-07T18:15:13.000-04:00,,1,2025-08-07,AVENUE H/ALBANY AV,MTA_B60047,MTA NYCT_UP_C5-Weekday-SDon-104700_B6_253,MTA NYCT_lmm:planned_work:23571,,,,,276.428741455,MTA NYCT,ROCKAWAY PKY STA,MTA NYCT_UP_C5-Weekday-SDon_E_UP_62700_B6-253,MTA NYCT_B6,0,B6,MTA_901012,MTA_300505,-73.937095642,40.633087158,approaching,125,0,,true,80,5,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.594,a7af2932-b725-400f-8c82-c967c8c55883,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_308546,MTA NYCT_7908,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:00:43.469-04:00,2025-08-07T18:15:25.563-04:00,,1,2025-08-07,REMSEN AV/LENOX RD,MTA_B170994,MTA NYCT_EN_C5-Weekday-SDon-106800_B17_778,,,,,,318.254302979,MTA NYCT,CANARSIE E 80 ST,MTA NYCT_EN_C5-Weekday-SDon_E_EN_39840_B17-755,MTA NYCT_B17,1,B17,MTA_307182,MTA_307004,-73.923538208,40.656013489,at stop,8,0,,true,80,4,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.593,bf5896b5-a8d7-462c-a139-5d422cfa8a39,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_307269,MTA NYCT_7903,noProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:00.000-04:00,2025-08-07T18:15:00.456-04:00,2025-08-07T18:15:15.811-04:00,,1,2025-08-07,POSTAL FACILITY RD/BROOKLYN MAIL FACILITY,MTA_B140022,MTA NYCT_EN_C5-Weekday-SDon-102800_B14_711,,,,,,280.337677002,MTA NYCT,SPRING CREEK STANLEY AV POSTAL FAC,MTA NYCT_EN_C5-Weekday-SDon_E_EN_20940_B14-706,MTA NYCT_B14,0,B14,MTA_901067,MTA_307004,-73.863250732,40.664916992,at stop,0,0,layover,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.593,651d7b4a-7e14-4a0a-abdc-7ddd02ea28de,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_306901,MTA NYCT_7902,normalProgress,2025-08-07T18:16:51.806-04:00,2025-08-07T18:16:51.806-04:00,,2025-08-07T18:09:31.426-04:00,2025-08-07T18:15:24.042-04:00,,1,2025-08-07,LIVINGSTON ST/HOYT ST,MTA_B450011,MTA NYCT_EN_C5-Weekday-SDon-108500_B45_816,,,,,,337.914306641,MTA NYCT,CROWN HEIGHTS RALPH AV,MTA NYCT_EN_C5-Weekday-SDon_E_EN_52980_B45-816,MTA NYCT_B45,0,B45,MTA_303556,MTA_303517,-73.987319946,40.690273285,< 1 stop away,177,0,,true,80,2,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.592,2ec13b14-31e4-4578-b097-7fe2c0666846,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_307482,MTA NYCT_4874,normalProgress,2025-08-07T18:15:43.583-04:00,2025-08-07T18:15:43.583-04:00,,2025-08-07T17:54:00.421-04:00,2025-08-07T18:15:16.000-04:00,,1,2025-08-07,AVENUE J/CONEY ISLAND AV,MTA_B60069,MTA NYCT_UP_C5-Weekday-SDon-103000_B6_266,MTA NYCT_lmm:planned_work:23571,,,,,185.270675659,MTA NYCT,BENSONHURST - 25 AV - CROPSEY AV,MTA NYCT_UP_C5-Weekday-SDon_E_UP_50040_B6-266,MTA NYCT_B6,1,B6,MTA_901691,MTA_901022,-73.96446991,40.624832153,approaching,43,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.592,75554686-3b3f-4ad1-ab17-e4293960a648,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_301586,MTA NYCT_7901,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:20:00.415-04:00,2025-08-07T18:15:03.000-04:00,,1,2025-08-07,MOTHER GASTON BLVD/SUTTER AV,MTA_B140023,MTA NYCT_EN_C5-Weekday-SDon-106800_B14_710,,,,,,102.528808594,MTA NYCT,CROWN HEIGHTS UTICA AV,MTA NYCT_EN_C5-Weekday-SDon_E_EN_55380_B14-710,MTA NYCT_B14,1,B14,MTA_307984,MTA_307269,-73.90625,40.66727066,approaching,88,0,,true,80,27,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.592,e27317f2-35d5-4c15-8613-ecbc1e856e09,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_302826,MTA NYCT_4875,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:09:02.406-04:00,2025-08-07T18:15:12.000-04:00,,1,2025-08-07,NOSTRAND AV/AVENUE W,MTA_B360009,MTA NYCT_UP_C5-Weekday-SDon-104200_B36_425,MTA NYCT_lmm:planned_work:22246,,,,,101.160743713,MTA NYCT,SHEEPSHEAD BAY AVENUE U,MTA NYCT_UP_C5-Weekday-SDon_E_UP_34500_B6-244,MTA NYCT_B36,0,B36,MTA_901059,MTA_302869,-73.940971375,40.59570694,at stop,7,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:57.591,3cb20d51-19cb-4436-87e2-24a8c328acc6,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_405056,MTA NYCT_9670,normalProgress,2025-08-07T18:15:52.294-04:00,2025-08-07T18:15:52.294-04:00,,2025-08-07T18:12:41.496-04:00,2025-08-07T18:15:33.000-04:00,,1,2025-08-07,NORTH END AV/WARREN ST,MTA_M220247,MTA NYCT_MQ_C5-Weekday-SDon-109000_M22_263,,,,,,46.847610474,MTA NYCT,LOWER E. SIDE FDR DR,MTA NYCT_MQ_C5-Weekday-SDon_E_MQ_64320_M22-263,MTA NYCT_M22,0,M22,MTA_903025,MTA_405054,-74.014915466,40.716270447,approaching,112,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.199,fa06fe91-8e79-4814-9ef3-b1e8725a8a33,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_403372,MTA NYCT_9638,normalProgress,2025-08-07T18:15:35.025-04:00,2025-08-07T18:15:35.025-04:00,,2025-08-07T18:17:19.486-04:00,2025-08-07T18:15:21.391-04:00,,1,2025-08-07,COLUMBUS AV/W 75 ST,MTA_M110201,MTA NYCT_MV_C5-Weekday-SDon-105100_M11_609,MTA NYCT_lmm:planned_work:25924,MTA NYCT_lmm:planned_work:26101,,,,233.426971436,MTA NYCT,WEST VILLAGE ABINGDON SQ via 9 AV,MTA NYCT_MV_C5-Weekday-SDon_E_MV_25440_M11-617,MTA NYCT_M11,1,M11,MTA_403876,MTA_803195,-73.977607727,40.779144287,at stop,14,0,,true,80,14,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.198,07325ef7-84dc-4064-894a-562c871d7aed,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_503214,MTA NYCT_8309,normalProgress,2025-08-07T18:16:23.846-04:00,2025-08-07T18:16:23.846-04:00,,2025-08-07T18:17:00.480-04:00,2025-08-07T18:15:28.000-04:00,,1,2025-08-07,40 AV/LITTLE NECK PKWY,MTA_Q360169,MTA NYCT_QV_C5-Weekday-SDon-103500_MISC_318,,,,,,133.240615845,MTA NYCT,RUSH LITTLE NECK LIRR STATION,MTA NYCT_QV_C5-Weekday-SDon_E_QV_42600_MISC-234,MTA NYCT_Q36,0,Q36,MTA_503214,MTA_700816,-73.740074158,40.772033691,< 1 stop away,358,0,,true,,,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.198,1a257996-3125-4a5a-add3-689e07887ded,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_500336,MTA NYCT_8308,normalProgress,2025-08-07T18:16:30.037-04:00,2025-08-07T18:16:30.037-04:00,,2025-08-07T18:16:54.475-04:00,2025-08-07T18:15:22.000-04:00,,1,2025-08-07,LIBERTY AV/177 ST,MTA_Q830059,MTA NYCT_QV_C5-Weekday-SDon-107600_MISC_260,,,,,,189.46232605,MTA NYCT,JAMAICA HILLSIDE-153 ST,MTA NYCT_QV_C5-Weekday-SDon_E_QV_59520_MISC-260,MTA NYCT_Q83,1,Q83,MTA_503167,MTA_500289,-73.779251099,40.705482483,< 1 stop away,319,0,,true,80,24,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.198,fa088803-2d1a-422f-bd66-f8eb13e503c6,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_100152,MTA NYCT_9644,normalProgress,2025-08-07T18:16:11.050-04:00,2025-08-07T18:16:11.050-04:00,,2025-08-07T18:13:21.471-04:00,2025-08-07T18:15:32.692-04:00,,1,2025-08-07,UNIVERSITY AV/WEST TREMONT AV,MTA_BX030116,MTA NYCT_KB_C5-Weekday-SDon-107800_BX3_330,,,,,,34.875328064,MTA NYCT,RIVERDALE BWAY-238 ST,MTA NYCT_KB_C5-Weekday-SDon_E_KB_45300_BX3-321,MTA NYCT_BX3,0,Bx3,MTA_100173,MTA_403669,-73.916511536,40.84961319,approaching,111,0,,true,80,8,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.198,e6dd1e3c-ed84-4b71-99bc-a943b2c0c267,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_201010,MTA NYCT_8314,normalProgress,2025-08-07T18:17:10.249-04:00,2025-08-07T18:17:10.249-04:00,,2025-08-07T18:14:39.466-04:00,2025-08-07T18:15:05.000-04:00,,1,2025-08-07,HYLAN BLVD/BAY TERR,MTA_SBS790387,MTA NYCT_YU_C5-Weekday-SDon-106800_SBS79_537,,,,,,36.304496765,MTA NYCT,SELECT BUS BAY RIDGE 86 ST STATION,MTA NYCT_YU_C5-Weekday-SDon_E_YU_63600_SBS79-537,MTA NYCT_S79+,0,S79-SBS,MTA_901225,MTA_805189,-74.140548706,40.547012329,0.6 miles away,896,0,,true,80,12,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.198,057d60d7-f295-41b3-9e4d-665a3483b6a4,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
MTA_200841,MTA NYCT_8313,normalProgress,,,,2025-08-07T18:08:30.462-04:00,2025-08-07T18:15:06.000-04:00,,1,2025-08-07,CARY AV/ELIZABETH ST,MTA_S440258,MTA NYCT_YU_C5-Weekday-SDon-105000_S4494_418,,,,,,6.540385723,MTA NYCT,ST GEORGE FERRY,MTA NYCT_YU_C5-Weekday-SDon_E_YU_54000_S4494-418,MTA NYCT_S44,0,S44,MTA_805016,MTA_200457,-74.122894287,40.631938934,< 1 stop away,203,0,,true,80,19,"Thu, 07 Aug 2025 22:15:56 GMT",2025-08-07 22:15:58.197,ec13feca-595a-4b8c-b831-7568651f9854,2025-08-07 22:46:42.330,MTA_REALTIME,PROCESSED
